TIGRFAM	DUF	CS	GO	Ontology	Description	TIGRFAMDescription	PFAMCount	DUFCount
TIGR03774	PF10859	High	NA	NA	NA	rickettsial palindromic element RPE2 domain	45	1321
TIGR03776	PF10859	High	NA	NA	NA	rickettsial palindromic element RPE5 domain	47	1321
TIGR03774	PF10878	High	NA	NA	NA	rickettsial palindromic element RPE2 domain	45	8169
TIGR03776	PF10878	High	NA	NA	NA	rickettsial palindromic element RPE5 domain	47	8169
TIGR04313	PF10896	High	NA	NA	NA	aromatic cluster surface protein	81	199
TIGR04526	PF10896	High	GO:0009405	BP	pathogenesis	putative immunoglobulin-blocking virulence protein	95	199
TIGR04361	PF10907	High	GO:0009292	BP	genetic transfer	entry exclusion protein TrbK	153	379
TIGR01644	PF10948	High	GO:0019068	BP	virion assembly	phage baseplate assembly protein V	2375	4
TIGR04004	PF10953	High	NA	NA	NA	colanic acid biosynthesis protein WcaM	206	1
TIGR04005	PF10953	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaL	205	1
TIGR04006	PF10953	High	NA	NA	NA	colanic acid biosynthesis pyruvyl transferase WcaK	205	1
TIGR04007	PF10953	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaI	204	1
TIGR04008	PF10953	High	NA	NA	NA	colanic acid biosynthesis acetyltransferase WcaF	205	1
TIGR04009	PF10953	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaE	207	1
TIGR04010	PF10953	High	NA	NA	NA	putative colanic acid polymerase WcaD	206	1
TIGR04015	PF10953	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaC	204	1
TIGR04017	PF10953	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaA	206	1
TIGR04004	PF10954	High	NA	NA	NA	colanic acid biosynthesis protein WcaM	206	1
TIGR04005	PF10954	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaL	205	1
TIGR04006	PF10954	High	NA	NA	NA	colanic acid biosynthesis pyruvyl transferase WcaK	205	1
TIGR04007	PF10954	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaI	204	1
TIGR04008	PF10954	High	NA	NA	NA	colanic acid biosynthesis acetyltransferase WcaF	205	1
TIGR04009	PF10954	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaE	207	1
TIGR04010	PF10954	High	NA	NA	NA	putative colanic acid polymerase WcaD	206	1
TIGR04015	PF10954	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaC	204	1
TIGR04017	PF10954	High	NA	NA	NA	colanic acid biosynthesis glycosyltransferase WcaA	206	1
TIGR03643	PF10985	Very high	NA	NA	NA	TIGR03643 family protein	2387	2
TIGR03779	PF10988	Low	NA	NA	NA	Bacteroides conjugative transposon TraM protein	842	1
TIGR03780	PF10988	Low	NA	NA	NA	Bacteroides conjugative transposon TraN protein	825	1
TIGR03781	PF10988	Low	NA	NA	NA	Bacteroides conjugative transposon TraK protein	861	1
TIGR03782	PF10988	Low	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	1
TIGR03783	PF10988	Low	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	1
TIGR00068	PF11000	Low	GO:0005975	BP	carbohydrate metabolic process	lactoylglutathione lyase	10383	4259
TIGR00068	PF11000	Low	GO:0051596	BP	methylglyoxal catabolic process	lactoylglutathione lyase	10383	4259
TIGR00929	PF11000	High	NA	NA	NA	type IV secretion/conjugal transfer ATPase, VirB4 family	3153	4259
TIGR02154	PF11000	Low	GO:0000160	BP	phosphorelay signal transduction system	phosphate regulon transcriptional regulatory protein PhoB	8185	4259
TIGR02154	PF11000	Low	GO:0006355	BP	regulation of transcription, DNA-templated	phosphate regulon transcriptional regulatory protein PhoB	8185	4259
TIGR02154	PF11000	Low	GO:0006796	BP	phosphate-containing compound metabolic process	phosphate regulon transcriptional regulatory protein PhoB	8185	4259
TIGR02771	PF11000	Very high	GO:0000746	BP	conjugation	conjugative transfer signal peptidase TraF	1688	4259
TIGR02775	PF11000	Very high	GO:0009291	BP	unidirectional conjugation	P-type conjugative transfer protein TrbG	1769	4259
TIGR02780	PF11000	High	GO:0009291	BP	unidirectional conjugation	P-type conjugative transfer protein TrbJ	2029	4259
TIGR02782	PF11000	High	NA	NA	NA	P-type conjugative transfer ATPase TrbB	1678	4259
TIGR02783	PF11000	High	GO:0009291	BP	unidirectional conjugation	P-type conjugative transfer protein TrbL	1868	4259
TIGR02799	PF11000	Low	NA	NA	NA	tol-pal system-associated acyl-CoA thioesterase	8501	4259
TIGR04360	PF11000	High	GO:0009292	BP	genetic transfer	conjugative transfer region protein TrbK	556	4259
TIGR04019	PF11009	Very high	GO:0006790	BP	sulfur compound metabolic process	bacillithiol system protein YtxJ	2765	NA
TIGR00403	PF11016	Low	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	NA
TIGR01153	PF11016	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	NA
TIGR01332	PF11016	High	NA	NA	NA	cytochrome b559, alpha subunit	392	NA
TIGR01333	PF11016	High	NA	NA	NA	cytochrome b559, beta subunit	361	NA
TIGR01335	PF11016	High	NA	NA	NA	photosystem I core protein PsaA	379	NA
TIGR01336	PF11016	High	NA	NA	NA	photosystem I core protein PsaB	376	NA
TIGR01337	PF11016	High	GO:0015979	BP	photosynthesis	allophycocyanin, beta subunit	334	NA
TIGR01338	PF11016	High	GO:0015979	BP	photosynthesis	phycocyanin, alpha subunit	313	NA
TIGR01339	PF11016	High	GO:0015979	BP	photosynthesis	phycocyanin, beta subunit	320	NA
TIGR01960	PF11016	High	NA	NA	NA	NAD(P)H dehydrogenase, subunit NdhF3 family	343	NA
TIGR01964	PF11016	High	NA	NA	NA	CO2 hydration protein	345	NA
TIGR02028	PF11016	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	NA
TIGR02056	PF11016	High	NA	NA	NA	chlorophyll synthase ChlG	392	NA
TIGR02654	PF11016	High	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	NA
TIGR02730	PF11016	Low	GO:0016117	BP	carotenoid biosynthetic process	carotene isomerase	409	NA
TIGR02749	PF11016	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	NA
TIGR03039	PF11016	High	GO:0009769	BP	photosynthesis, light harvesting in photosystem II	photosystem II chlorophyll-binding protein CP47	402	NA
TIGR03042	PF11016	High	NA	NA	NA	photosystem II protein PsbQ	296	NA
TIGR03044	PF11016	High	NA	NA	NA	photosystem II protein Psb27	396	NA
TIGR03047	PF11016	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	NA
TIGR03048	PF11016	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	NA
TIGR03060	PF11016	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	NA
TIGR03697	PF11016	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	NA
TIGR03697	PF11016	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	NA
TIGR04058	PF11016	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	NA
TIGR04059	PF11016	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	NA
TIGR03782	PF11028	Low	NA	NA	NA	Bacteroides conjugative transposon TraJ protein	720	471
TIGR03783	PF11028	Low	GO:0032196	BP	transposition	Bacteroides conjugation system ATPase, TraG family	972	471
TIGR01555	PF11041	High	NA	NA	NA	phage-associated protein, HI1409 family	708	4327
TIGR01153	PF11061	Low	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	816
TIGR01333	PF11061	Low	NA	NA	NA	cytochrome b559, beta subunit	361	816
TIGR01338	PF11061	Low	GO:0015979	BP	photosynthesis	phycocyanin, alpha subunit	313	816
TIGR01339	PF11061	High	GO:0015979	BP	photosynthesis	phycocyanin, beta subunit	320	816
TIGR02056	PF11061	High	NA	NA	NA	chlorophyll synthase ChlG	392	816
TIGR02732	PF11061	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	816
TIGR02749	PF11061	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	816
TIGR03043	PF11061	High	NA	NA	NA	photosystem II core protein PsbZ	381	816
TIGR03044	PF11061	High	NA	NA	NA	photosystem II protein Psb27	396	816
TIGR03052	PF11061	Low	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit VIII	305	816
TIGR04059	PF11061	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	816
TIGR01348	PF11072	Low	GO:0006086	BP	acetyl-CoA biosynthetic process from pyruvate	dihydrolipoyllysine-residue acetyltransferase	6079	504
TIGR01690	PF11072	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	504
TIGR01942	PF11072	Low	NA	NA	NA	poly(A) polymerase	6665	504
TIGR02203	PF11072	Low	GO:0006869	BP	lipid transport	lipid A export permease/ATP-binding protein MsbA	6217	504
TIGR02794	PF11072	Low	GO:0006810	BP	transport	protein TolA	6371	504
TIGR02794	PF11072	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	504
TIGR03744	PF11072	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	504
TIGR03745	PF11072	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	504
TIGR03746	PF11072	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	504
TIGR03747	PF11072	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	504
TIGR03748	PF11072	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	504
TIGR03749	PF11072	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	504
TIGR03750	PF11072	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	504
TIGR03751	PF11072	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	504
TIGR03752	PF11072	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	504
TIGR03754	PF11072	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	504
TIGR03755	PF11072	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	504
TIGR03756	PF11072	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	504
TIGR03757	PF11072	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	504
TIGR03758	PF11072	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	504
TIGR03759	PF11072	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	504
TIGR03760	PF11072	Very high	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	504
TIGR03761	PF11072	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	504
TIGR03764	PF11072	Very high	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	504
TIGR03765	PF11072	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	504
TIGR02894	PF11117	Low	NA	NA	NA	transcription factor, RsfA family	1189	694
TIGR01886	PF11184	High	GO:0006508	BP	proteolysis	dipeptidase PepV	855	317
TIGR01690	PF11190	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	228
TIGR02794	PF11190	Low	GO:0006810	BP	transport	protein TolA	6371	228
TIGR02794	PF11190	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	228
TIGR03744	PF11190	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	228
TIGR03745	PF11190	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	228
TIGR03746	PF11190	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	228
TIGR03747	PF11190	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	228
TIGR03748	PF11190	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	228
TIGR03749	PF11190	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	228
TIGR03750	PF11190	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	228
TIGR03751	PF11190	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	228
TIGR03752	PF11190	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	228
TIGR03754	PF11190	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	228
TIGR03755	PF11190	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	228
TIGR03756	PF11190	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	228
TIGR03757	PF11190	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	228
TIGR03758	PF11190	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	228
TIGR03759	PF11190	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	228
TIGR03760	PF11190	Very high	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	228
TIGR03761	PF11190	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	228
TIGR03764	PF11190	Very high	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	228
TIGR03765	PF11190	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	228
TIGR00547	PF11198	Low	GO:0009306	BP	protein secretion	outer membrane lipoprotein carrier protein LolA	6322	8
TIGR01449	PF11198	Low	GO:0008152	BP	metabolic process	phosphoglycolate phosphatase, bacterial	10483	8
TIGR01449	PF11198	Low	GO:0009853	BP	photorespiration	phosphoglycolate phosphatase, bacterial	10483	8
TIGR01449	PF11198	Low	GO:0043094	BP	cellular metabolic compound salvage	phosphoglycolate phosphatase, bacterial	10483	8
TIGR01690	PF11198	Very high	NA	NA	NA	integrative conjugative element protein, RAQPRD family	692	8
TIGR01933	PF11198	Low	GO:0045861	BP	negative regulation of proteolysis	HflK protein	10170	8
TIGR01942	PF11198	Low	NA	NA	NA	poly(A) polymerase	6665	8
TIGR02203	PF11198	Low	GO:0006869	BP	lipid transport	lipid A export permease/ATP-binding protein MsbA	6217	8
TIGR02794	PF11198	Low	GO:0006810	BP	transport	protein TolA	6371	8
TIGR02794	PF11198	Low	GO:0009405	BP	pathogenesis	protein TolA	6371	8
TIGR03744	PF11198	Very high	GO:0008150	BP	biological_process	conjugative transfer ATPase, PFL_4706 family	748	8
TIGR03745	PF11198	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4702 family	634	8
TIGR03746	PF11198	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4703 family	689	8
TIGR03747	PF11198	Very high	GO:0008150	BP	biological_process	integrating conjugative element membrane protein, PFL_4697 family	791	8
TIGR03748	PF11198	Very high	NA	NA	NA	integrating conjugative element protein PilL, PFGI-1 class	726	8
TIGR03749	PF11198	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4704 family	740	8
TIGR03750	PF11198	Very high	NA	NA	NA	conjugative transfer region protein, TIGR03750 family	717	8
TIGR03751	PF11198	Very high	GO:0008150	BP	biological_process	conjugative transfer region lipoprotein, TIGR03751 family	744	8
TIGR03752	PF11198	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4705 family	749	8
TIGR03754	PF11198	Very high	NA	NA	NA	conjugative coupling factor TraD, PFGI-1 class	781	8
TIGR03755	PF11198	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4711 family	769	8
TIGR03756	PF11198	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4710 family	764	8
TIGR03757	PF11198	High	NA	NA	NA	integrating conjugative element protein, PFL_4709 family	596	8
TIGR03758	PF11198	High	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4701 family	637	8
TIGR03759	PF11198	Very high	GO:0008150	BP	biological_process	integrating conjugative element protein, PFL_4693 family	742	8
TIGR03760	PF11198	Very high	NA	NA	NA	integrating conjugative element relaxase, PFGI-1 class	827	8
TIGR03761	PF11198	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4669 family	718	8
TIGR03764	PF11198	Very high	NA	NA	NA	integrating conjugative element, PFGI_1 class, ParB family protein	687	8
TIGR03765	PF11198	Very high	NA	NA	NA	integrating conjugative element protein, PFL_4695 family	726	8
TIGR01153	PF11210	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	494
TIGR01332	PF11210	High	NA	NA	NA	cytochrome b559, alpha subunit	392	494
TIGR01333	PF11210	Low	NA	NA	NA	cytochrome b559, beta subunit	361	494
TIGR02028	PF11210	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	494
TIGR02056	PF11210	High	NA	NA	NA	chlorophyll synthase ChlG	392	494
TIGR02387	PF11210	Low	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	494
TIGR02732	PF11210	Low	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	494
TIGR03048	PF11210	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	494
TIGR03060	PF11210	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	494
TIGR04058	PF11210	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	494
TIGR04059	PF11210	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	494
TIGR04040	PF11230	Very high	GO:0008150	BP	biological_process	glycine radical enzyme, YjjI family	969	324
TIGR04041	PF11230	Very high	GO:0018307	BP	enzyme active site formation	glycine radical enzyme activase, YjjW family	884	324
TIGR01332	PF11237	High	NA	NA	NA	cytochrome b559, alpha subunit	392	NA
TIGR01333	PF11237	High	NA	NA	NA	cytochrome b559, beta subunit	361	NA
TIGR02056	PF11237	High	NA	NA	NA	chlorophyll synthase ChlG	392	NA
TIGR02732	PF11237	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	NA
TIGR02749	PF11237	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	NA
TIGR03038	PF11237	Low	NA	NA	NA	photosystem II reaction center protein PsbM	343	NA
TIGR04059	PF11237	Low	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	NA
TIGR03816	PF11241	Low	NA	NA	NA	helicase/secretion neighborhood TadE-like protein	2487	2425
TIGR00403	PF11267	High	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	59
TIGR01152	PF11267	High	NA	NA	NA	photosystem II D2 protein (photosystem q(a) protein)	337	59
TIGR01153	PF11267	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	59
TIGR01156	PF11267	High	GO:0055114	BP	oxidation-reduction process	cytb6/f complex subunit IV	408	59
TIGR01332	PF11267	High	NA	NA	NA	cytochrome b559, alpha subunit	392	59
TIGR01333	PF11267	High	NA	NA	NA	cytochrome b559, beta subunit	361	59
TIGR01335	PF11267	High	NA	NA	NA	photosystem I core protein PsaA	379	59
TIGR01336	PF11267	High	NA	NA	NA	photosystem I core protein PsaB	376	59
TIGR02028	PF11267	Low	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	59
TIGR02056	PF11267	High	NA	NA	NA	chlorophyll synthase ChlG	392	59
TIGR02387	PF11267	High	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	59
TIGR02732	PF11267	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	59
TIGR02749	PF11267	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	59
TIGR03038	PF11267	High	NA	NA	NA	photosystem II reaction center protein PsbM	343	59
TIGR03039	PF11267	High	GO:0009769	BP	photosynthesis, light harvesting in photosystem II	photosystem II chlorophyll-binding protein CP47	402	59
TIGR03044	PF11267	High	NA	NA	NA	photosystem II protein Psb27	396	59
TIGR03047	PF11267	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	59
TIGR03048	PF11267	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	59
TIGR03053	PF11267	High	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit XII	365	59
TIGR03060	PF11267	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	59
TIGR03697	PF11267	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	59
TIGR03697	PF11267	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	59
TIGR04058	PF11267	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	59
TIGR04059	PF11267	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	59
TIGR01152	PF11282	High	NA	NA	NA	photosystem II D2 protein (photosystem q(a) protein)	337	18
TIGR01153	PF11282	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	18
TIGR01332	PF11282	Low	NA	NA	NA	cytochrome b559, alpha subunit	392	18
TIGR01333	PF11282	Low	NA	NA	NA	cytochrome b559, beta subunit	361	18
TIGR01335	PF11282	High	NA	NA	NA	photosystem I core protein PsaA	379	18
TIGR01336	PF11282	High	NA	NA	NA	photosystem I core protein PsaB	376	18
TIGR02028	PF11282	Low	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	18
TIGR02387	PF11282	High	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	18
TIGR02654	PF11282	High	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	18
TIGR03041	PF11282	Low	GO:0009765	BP	photosynthesis, light harvesting	chlorophyll a/b binding light-harvesting protein	232	18
TIGR03044	PF11282	Low	NA	NA	NA	photosystem II protein Psb27	396	18
TIGR03047	PF11282	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	18
TIGR03052	PF11282	High	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit VIII	305	18
TIGR03843	PF11290	High	NA	NA	NA	conserved hypothetical protein	2803	909
TIGR03847	PF11290	Very high	NA	NA	NA	conserved hypothetical protein	2748	909
TIGR03848	PF11290	High	NA	NA	NA	probable phosphomutase, MSMEG_4193 family	2576	909
TIGR02696	PF11305	Low	NA	NA	NA	guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase	3225	NA
TIGR00403	PF11317	High	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	6
TIGR01152	PF11317	Low	NA	NA	NA	photosystem II D2 protein (photosystem q(a) protein)	337	6
TIGR01153	PF11317	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	6
TIGR01332	PF11317	High	NA	NA	NA	cytochrome b559, alpha subunit	392	6
TIGR01333	PF11317	High	NA	NA	NA	cytochrome b559, beta subunit	361	6
TIGR01335	PF11317	High	NA	NA	NA	photosystem I core protein PsaA	379	6
TIGR01336	PF11317	High	NA	NA	NA	photosystem I core protein PsaB	376	6
TIGR02056	PF11317	High	NA	NA	NA	chlorophyll synthase ChlG	392	6
TIGR02387	PF11317	Low	NA	NA	NA	DNA-directed RNA polymerase, gamma subunit	383	6
TIGR02654	PF11317	High	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	6
TIGR02732	PF11317	High	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	6
TIGR03043	PF11317	Low	NA	NA	NA	photosystem II core protein PsbZ	381	6
TIGR03044	PF11317	High	NA	NA	NA	photosystem II protein Psb27	396	6
TIGR03047	PF11317	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	6
TIGR03048	PF11317	High	GO:0009773	BP	photosynthetic electron transport in photosystem I	photosystem I iron-sulfur protein PsaC	390	6
TIGR03049	PF11317	High	GO:0019684	BP	photosynthesis, light reaction	photosystem I reaction center subunit PsaK	403	6
TIGR03060	PF11317	High	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	6
TIGR03697	PF11317	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	6
TIGR03697	PF11317	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	6
TIGR04058	PF11317	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty acyl-ACP reductase (aldehyde-forming)	350	6
TIGR04059	PF11317	High	GO:0043447	BP	alkane biosynthetic process	long-chain fatty aldehyde decarbonylase	355	6
TIGR01153	PF11318	Low	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	843
TIGR01339	PF11318	High	GO:0015979	BP	photosynthesis	phycocyanin, beta subunit	320	843
TIGR02732	PF11318	Low	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	843
TIGR03038	PF11318	Low	NA	NA	NA	photosystem II reaction center protein PsbM	343	843
TIGR03047	PF11318	High	NA	NA	NA	photosystem II reaction center protein Psb28	402	843
TIGR03697	PF11318	High	GO:0006355	BP	regulation of transcription, DNA-templated	global nitrogen regulator NtcA	396	843
TIGR03697	PF11318	High	GO:0006808	BP	regulation of nitrogen utilization	global nitrogen regulator NtcA	396	843
TIGR01332	PF11320	High	NA	NA	NA	cytochrome b559, alpha subunit	392	354
TIGR02056	PF11320	High	NA	NA	NA	chlorophyll synthase ChlG	392	354
TIGR02654	PF11320	Low	GO:0007623	BP	circadian rhythm	circadian clock protein KaiB	392	354
TIGR03060	PF11320	Low	GO:0010207	BP	photosystem II assembly	photosystem II biogenesis protein Psp29	398	354
TIGR00272	PF11326	High	GO:0017183	BP	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	diphthamide biosynthesis protein 2	2	252
TIGR00600	PF11326	Very high	NA	NA	NA	DNA excision repair protein (rad2)	1	252
TIGR00955	PF11326	High	NA	NA	NA	pigment precursor permease	2	252
TIGR01989	PF11326	Very high	NA	NA	NA	ubiquinone biosynthesis monooxygenase COQ6	1	252
TIGR00403	PF11332	Low	GO:0019684	BP	photosynthesis, light reaction	NADH-plastoquinone oxidoreductase, I subunit	401	1227
TIGR01153	PF11332	High	NA	NA	NA	photosystem II 44 kDa subunit reaction center protein	371	1227
TIGR01156	PF11332	High	GO:0055114	BP	oxidation-reduction process	cytb6/f complex subunit IV	408	1227
TIGR01332	PF11332	High	NA	NA	NA	cytochrome b559, alpha subunit	392	1227
TIGR01333	PF11332	High	NA	NA	NA	cytochrome b559, beta subunit	361	1227
TIGR01335	PF11332	High	NA	NA	NA	photosystem I core protein PsaA	379	1227
TIGR01336	PF11332	High	NA	NA	NA	photosystem I core protein PsaB	376	1227
TIGR01964	PF11332	High	NA	NA	NA	CO2 hydration protein	345	1227
TIGR02028	PF11332	High	GO:0015995	BP	chlorophyll biosynthetic process	geranylgeranyl reductase	400	1227
TIGR02048	PF11332	High	GO:0006750	BP	glutathione biosynthetic process	putative glutamate--cysteine ligase	406	1227
TIGR02056	PF11332	High	NA	NA	NA	chlorophyll synthase ChlG	392	1227
TIGR02732	PF11332	Low	NA	NA	NA	9,9'-di-cis-zeta-carotene desaturase	376	1227
TIGR02749	PF11332	High	GO:0010236	BP	plastoquinone biosynthetic process	solanesyl diphosphate synthase	396	1227
